Abstract,ID
"A 37-year-old male with type two diabetes presented to the hospital with new-onset heart failure and renal dysfunction. His left ventricular (LV) ejection fraction was less than 10%. Transthoracic echocardiography and cardiovascular magnetic resonance (CMR) imaging also revealed severe bicuspid aortic valve stenosis, dilated cardiomyopathy with LV hypertrophy, prominent LV trabeculations, and features suggestive of mild myocarditis with active inflammation. While myocarditis was suspected on CMR imaging, his mild degree of myocardial involvement did not explain the entirety of his clinical presentation, degree of LV dysfunction, or other structural abnormalities. An extensive work-up for his LV dysfunction was unremarkable for ischemic, metabolic, infiltrative, infectious, toxic, oncologic, connective tissue, and autoimmune etiologies. Genetic testing was positive for a myosin heavy chain 7 (MYH7) variant, which was deemed likely to be a unifying etiology underlying his presentation. The MYH7 sarcomere gene allows beta-myosin expression in heart ventricles, with variants associated with hypertrophic and dilated cardiomyopathies, congenital heart diseases, myocarditis, and excessive trabeculation (formerly known as left ventricular noncompaction). This case highlights the diverse array of cardiac pathologies that can present with MYH7 gene variants and reviews an extensive work-up for this unusual presentation of heart failure in a young patient.",11135834
"To report the case of a girl presenting a severe phenotype of mandibuloacral dysplasia type A (MADA) characterized by prominent osteolytic changes and ectodermal defects, associated with a rare homozygous LMNA missense mutation (c.1579C>T). A 6-year-old girl was evaluated during hospitalization exhibiting the following dysmorphic signs: subtotal alopecia, dysmorphic facies with prominent eyes, marked micrognathia and retrognathia, small beaked nose, teeth crowding and thin lips, generalized lipodystrophy, narrow and sloping shoulders, generalized joint stiffness and bone reabsorption in the terminal phalanges. In dermatological examination, atrophic skin, loss of cutaneous elasticity, hyperkeratosis, dermal calcinosis, and hyperpigmented and hypochromic patches were observed. Radiology exams performed showed bilateral absence of the mandibular condyles, clavicle resorption with local amorphous bone mass confluence with the scapulae, shoulder joints with subluxation and severe bone dysplasia, hip dysplasia, osteopenia and subcutaneous calcifications. MADA is a rare autosomal recessive disease caused by mutations in LMNA gene. It is characterized by craniofacial deformities, skeletal anomalies, skin alterations, lipodystrophy in certain regions of the body and premature ageing. Typical MADA is caused by the p.R527H mutation in the LMNA gene. However, molecular analysis performed from oral epithelial cells obtained from the patient showed the rare mutation c.1579C>T, p. R527C in the exon 9 of LMNA. This is the sixth family identified with this mutation described in the literature.",11135898
"Current methods of processing archaeological samples combined with advances in sequencing methods lead to disclosure of a large part of H. neanderthalensis and Denisovans genetic information. It is hardly surprising that the genome variability between modern humans, Denisovans and H. neanderthalensis is relatively limited. Genomic studies may provide insight on the metabolism of extinct human species or lineages. Detailed analysis of G-quadruplex sequences in H. neanderthalensis and Denisovans mitochondrial DNA showed us interesting features. Relatively similar patterns in mitochondrial DNA are found compared to modern humans, with one notable exception for H. neanderthalensis. An interesting difference between H. neanderthalensis and H. sapiens corresponds to a motif found in the D-loop region of mtDNA, which is responsible for mitochondrial DNA replication. This area is directly responsible for the number of mitochondria and consequently for the efficient energy metabolism of cell. H. neanderthalensis harbor a long uninterrupted run of guanines in this region, which may cause problems for replication, in contrast with H. sapiens, for which this run is generally shorter and interrupted. One may propose that the predominant H. sapiens motif provided a selective advantage for modern humans regarding mtDNA replication and function.",11137754
"The causes of infertility have remained an important challenge. The relationship between VDR gene polymorphisms and infertility has been reported, with controversial findings. We aimed to determine this relationship by conducting a systematic review and meta-analysis. The study was started with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) declaration and the final draft was registered as a protocol in PROSPERO (ID: CRD42023416535). The international electronic databases including PubMed (Medline), Scopus, Web of Sciences, and Cumulative Index to Nursing and Allied Health Literature (CINHAL) were searched until January 30, 2023, by using appropriate keywords. The quality of the final studies was assessed using the NOS Checklist for case–control studies. The odds ratios (ORs) for each of the genetic models were pooled, and a subgroup analysis based on geographical region and types of infertility was carried out by the MetaGenyo online tool. Case–control studies including 18 and 2 studies about infertility in women and men, respectively, and 4 miscarriage studies were entered into the meta-analysis. The VDR gene TaqI polymorphism was associated with infertility susceptibility in women in the allele contrast [OR = 1.2065, 95% CI (1.0846–1.3421); P = 0.0005], Recessive model [OR = 1.3836, 95% CI (1.1197–1.7096); P = 0.002], Dominant model [OR = 1.2146, 95% CI (0.0484–1.4072); P = 0.009], Homozygote [OR = 1.4596, 95% CI (1.1627–1.8325); P = 0.001], and TT vs. Tt [OR = 1.2853, 95% CI (1.0249–1.6117); P = 0.029. ApaI and FokI gene polymorphisms were found to be significantly protective SNPs against women and men infertility in the Dominant model [OR = 0.8379, 95% CI (0.7039- 0.9975); P = 0.046] and Recessive model [OR = 0.421, 95% CI (0.1821–0.9767); P = 0.043], respectively. Sub-group meta-analysis showed a protection association of ApaI in dominant [OR = 0.7738, 95% CI = 0.6249–0.9580; P = 0.018] and AA vs. aa [OR = 0.7404, 95 CI% (0.5860–0.9353) P = 0.011725] models in PCOS subgroup, however, a negative association with idiopathic infertility was found in AA vs. Aa [OR = 1.7063, 95% CI (1.1039–2.6375); P = 0.016187] and Aa vs. aa [OR = 0.6069, 95% CI (0.3761–0.9792); P = 0.040754]. TaqI SNP was significantly associated with infertility in the African population and BsmI was associated with the disease mostly in the Asian population. This meta-analysis showed that the TaqI polymorphism may be linked to women’s infertility susceptibility. However, ApaI and FokI might be the protective SNPs against infertility in Women and men, respectively.",11138068
"Weight loss and lifestyle interventions are the mainstay of treatment in pediatric NAFLD. There are gaps in the literature on the objective improvement in BMI to meaningfully impact NAFLD in children.   To determine the decrease in BMI associated with a significant decline in ALT and other metabolic parameters.   Retrospective chart review of pediatric patients with the diagnosis of NAFLD. Data were collected at the baseline and 6 and 12 months. A linear regression model was used to assess the percent change in BMI predictive of change in ALT and other metabolic parameters.   281 charts were included. 71% of patients who had up to a 2.5% loss in BMI at 6 months had a decrease in ALT of up to 10 U/L compared to 43% patients who did not have a decrease in BMI up to 2.5% loss at the same time period (P=0.01). The linear regression model showed that 6-month and 12-month percent changes in BMI are predictive of 6-month and 12-month ALT changes (P=0.01 and 0.02), respectively. ALT normalization was achieved on 12% of patients with a ≥2.5% decrease in BMI at 6 months compared to 1% of patients that had no decrease of ≥2.5% decrease in BMI at 6 months (P=0.01). The mean BMI Z-score decline was 0.18 (P=0.001) in the group with a ≥2.5% decrease in BMI at 6 months.   BMI loss of up to 2.5% and the mean BMI Z-score 0.18 are associated with a significant decrease in ALT of up to 10 U/L. BMI percent change at 6 months and 12 months is predictive of changes in ALT. These results should help guide providers in clinical practice set objective goals for the management of children with NAFLD resulting from obesity.",11139528
"Ayurveda Rasayana Therapy (ART) may serve as a safe and effective alternative treatment option for chemo‐intolerance high‐grade stage IV follicular lymphoma patients for increasing survival and tumor regression. Follicular lymphoma (FL), also called follicle center lymphoma/nodular lymphoma, observed in the B lymphocytes (B‐cells). Available therapeutic options for follicular lymphoma are associated with various side effects and, patients with co‐morbidities can seldom tolerate the chemotherapy regimens. Rasayana therapy not only resulted in tumor regression and improved survival but also dealt with the adverse effects of previous chemotherapy drugs. Herein, we present a case of a 74‐year‐old female diagnosed with Follicular lymphoma who had undergone three cycles of chemotherapy with unresolved disease outcome and serious adverse events. The patient refused to undergo further cycles of chemotherapy. Her family decided to start Ayurveda treatment for her as an alternative therapy for cancer care. On thorough case taking considering the Ayurveda parameters personalized Rasayana therapy as planned for the patient with an aim for improvement in Quality of Life (QoL), increasing survival, and optimizing body's immune response to fight the tumor. After treatment of 8 months, this case demonstrated partial tumor response as evidenced by PET‐CT‐scan. Quality of Life as evaluated using FACT‐G was also seen improved besides significant improvement in physical performance status evaluated using ECOG. The patient showed a survival of 3.5 years after starting Ayurveda Rasayana Therapy (ART). Rasayana therapy was well tolerated by the patient. This case report indicates the potential role of ART as a therapeutic option in geriatric cancer patients who are not eligible for cytotoxic interventions. Case warrants further systematic investigation to evaluate the potential role of ART in the treatment of geriatric cancer patients.",11139640
"Simultaneous inhibition of angiotensin II AT1 and endothelin ETA receptors has emerged as a promising approach for treatment of chronic progressive kidney disease. This therapeutic approach has been advanced by the introduction of sparsentan, the first dual AT1 and ETA receptor antagonist. Sparsentan is a single molecule with high affinity for both receptors. It is US Food and Drug Administration approved for immunoglobulin A nephropathy (IgAN) and is currently being developed as a treatment for rare kidney diseases, such as focal segmental glomerulosclerosis. Clinical studies have demonstrated the efficacy and safety of sparsentan in these conditions. In parallel with clinical development, studies have been conducted to elucidate the mechanisms of action of sparsentan and its position in the context of published evidence characterizing the nephroprotective effects of dual ETA and AT1 receptor inhibition. This review summarizes this evidence, documenting beneficial anti-inflammatory, antifibrotic, and hemodynamic actions of sparsentan in the kidney and protective actions in glomerular endothelial cells, mesangial cells, the tubulointerstitium, and podocytes, thus providing the rationale for the use of sparsentan as therapy for focal segmental glomerulosclerosis and IgAN and suggesting potential benefits in other renal diseases, such as Alport syndrome.",11139641
"Colorectal cancer (CRC) is one of the leading cancers worldwide, with metastasis being a major cause of high mortality rates among patients. In this study, dysregulated gene Tweety homolog 3 (TTYH3) was identified by Gene Expression Omnibus database. Public databases were used to predict potential competing endogenous RNAs (ceRNAs) for TTYH3. Quantitative real‐time polymerase chain reaction, western blot, and immunohistochemistry were utilized to analyze TTYH3 and histone deacetylase 7 (HDAC7) levels. Luciferase assays confirmed miR‐1271‐5p directly targeting the 3′ untranslated regions of TTYH3 and HDAC7. In vitro experiments such as transwell and human umbilical vein endothelial cell tube formation, as well as in vivo mouse models, were conducted to assess the biological functions of TTYH3 and HDAC7. We discovered that upregulation of TTYH3 in CRC promotes cell migration by affecting the Epithelial–mesenchymal transition pathway, which was independent of its ion channel activity. Mechanistically, TTYH3 and HDAC7 functioned as ceRNAs, reciprocally regulating each other's expression. TTYH3 competes for binding miR‐1271‐5p, increasing HDAC7 expression, facilitating CRC metastasis and angiogenesis. This study reveals the critical role of TTYH3 in promoting CRC metastasis through ceRNA crosstalk, offering new insights into potential therapeutic targets for clinical intervention.",11141500
"Cervical cancer (CC) and other malignant malignancies are acknowledged to be primarily caused by persistent human papillomavirus (HPV) infection. Historically, vaccinations against viruses that produce neutralizing antibodies unique to the virus have been an affordable way to manage viral diseases. CC risk is decreased, but not eliminated, by HPV vaccinations. Since vaccinations have been made available globally, almost 90% of HPV infections have been successfully avoided. On the lesions and diseases that are already present, however, no discernible treatment benefit has been shown. As a result, therapeutic vaccines that elicit immune responses mediated by cells are necessary for the treatment of established infections and cancers. mRNA vaccines possess remarkable potential in combating viral diseases and malignancy as a result of their superior industrial production, safety, and efficacy. Furthermore, considering the expeditiousness of production, the mRNA vaccine exhibits promise as a therapeutic approach targeting HPV. Given that the HPV-encoded early proteins, including oncoproteins E6 and E7, are consistently present in HPV-related cancers and pre-cancerous lesions and have crucial functions in the progression and persistence of HPV-related diseases, they serve as ideal targets for therapeutic HPV vaccines. The action mechanism of HPV and HPV-related cancer mRNA vaccines, their recent advancements in clinical trials, and the potential for their therapeutic applications are highlighted in this study, which also offers a quick summary of the present state of mRNA vaccines. Lastly, we highlight a few difficulties with mRNA HPV vaccination clinical practice and provide our thoughts on further advancements in this quickly changing sector. It is expected that mRNA vaccines will soon be produced quickly for clinical HPV prevention and treatment. The online version contains supplementary material available at 10.1186/s12985-024-02397-9.",11143593
"Histone deacetylase (HDAC) serves as a critical molecular regulator in the pathobiology of various malignancies and have garnered attention as a viable target for therapeutic intervention. A variety of HDAC inhibitors (HDACis) have been developed to target HDACs. Many preclinical studies have conclusively demonstrated the antitumor effects of HDACis, whether used as monotherapy or in combination treatments. On this basis, researchers have conducted various clinical studies to evaluate the potential of selective and pan-HDACis in clinical settings. In our work, we extensively summarized and organized current clinical trials, providing a comprehensive overview of the current clinical advancements in targeting HDAC therapy. Furthermore, we engaged in discussions about several clinical trials that did not yield positive outcomes, analyzing the factors that led to their lack of anticipated therapeutic effectiveness. Apart from the experimental design factors, issues such as toxicological side effects, tumor heterogeneity, and unexpected off-target effects also contributed to these less-than-expected results. These challenges have naturally become significant barriers to the application of HDACis. Despite these challenges, we believe that advancements in HDACi research and improvements in combination therapies will pave the way or lead to a broad and hopeful future in the treatment of solid tumors.",11143662
"As one of the most prevalent chronic inflammatory skin diseases, atopic dermatitis (AD) increasingly affects the aging population. Amid the ongoing global aging trend, it’s essential to recognize the intricate relationship between AD and aging. This paper reviews existing knowledge, summarizing clinical observations of associations between AD and aging-related diseases in various systems, including endocrine, cardiovascular, and neurological. Additionally, it discusses major theories explaining the correlation, encompassing skin-mucosal barriers, systemic inflammation and stress, genes, signal transduction, and environmental and behavioral factors. The association between AD and aging holds significant importance, both in population and basic perspectives. While further research is warranted, this paper aims to inspire deeper exploration of inflammation/allergy-aging dynamics and the timely management of elderly patients with AD.",11144009
"Human hemoglobin of G-Makassar and hemoglobin E (Hb E) are hemoglobin variants that affect Beta (β) globin. Hb G-Makassar is a very rare variant while Hb E is estimated to affect at least one million people worldwide. Both Hb G-Makassar and Hb E can be inherited in the heterozygous, homozygous or compound heterozygous state. This case series describes the characteristics of four individuals with compound heterozygosity for Hb G-Makassar/Hb E cases in Malaysia. To the best of our knowledge, these are the only four individuals with this genotype reported in the literature. We present four cases of compound heterozygosity for Hb G-Makassar/Hb E identified from October 2014 to January 2021. All the cases were incidental findings whereby the screening Hb analysis showed the presence of peaks in both Hb S and Hb E zones on capillary electrophoresis (CE) and cation-exchange high-performance liquid chromatography (HPLC). Molecular analysis confirmed the findings of compound heterozygous Hb G-Makassar/Hb E. Two cases had a history of anemia secondary to unrelated conditions that resolved with treatment of the underlying cause. The other two cases were asymptomatic individuals who were detected through Malaysia’s National Thalassemia Screening program. On the last follow-up, all the individuals were well, non-transfusion dependent, and had no reported history of chronic anemia, bleeding, hemolysis or thromboembolism complications. The cases reported here highlight the possibilities for rare compound heterozygous states in multi-ethnicity populations such as Malaysia. Compound heterozygous Hb G-Makassar/Hb E individuals are clinically silent with laboratory values suggesting microcytic and hypochromic red blood cells. Further local epidemiology or population studies with genotyping tests are required for a better understanding of the diversity of its clinical phenotype.",11144427
"For many diseases, and cancer in particular, early diagnosis allows a wider range of therapies and a better disease management. This has led to improvements in diagnostic procedures, most often based on tissue biopsies or blood samples. Other biological fluids have been used to diagnose disease, and among them saliva offers a number of advantages because it can be collected non-invasively from large populations at relatively low cost. To what extent might saliva content reveal the presence of a tumour located at a distance from the oral cavity and the molecular information obtained from saliva be used to establish a diagnosis are current questions. This review focuses primarily on the content of saliva and shows how it potentially offers a source of diagnosis, possibly at an early stage, for pathologies such as cancers or endometriosis.",11144459
"Solute carrier family 26 (Slc26) is a family of anion exchangers with 11 members in mammals (named Slc26a1‐a11). Here, we identified a novel member of the slc26 family, slc26a12, located in tandem with slc26a2 in the genomes of several vertebrate lineages. BLAST and synteny analyses of various jawed vertebrate genome databases revealed that slc26a12 is present in coelacanths, amphibians, reptiles, and birds but not in cartilaginous fishes, lungfish, mammals, or ray‐finned fishes. In some avian and reptilian lineages such as owls, penguins, egrets, and ducks, and most turtles examined, slc26a12 was lost or pseudogenized. Phylogenetic analysis showed that Slc26a12 formed an independent branch with the other Slc26 members and Slc26a12, Slc26a1 and Slc26a2 formed a single branch, suggesting that these three members formed a subfamily in Slc26. In jawless fish, hagfish have two genes homologous to slc26a2 and slc26a12, whereas lamprey has a single gene homologous to slc26a2. African clawed frogs express slc26a12 in larval gills, skin, and fins. These results show that slc26a12 was present at least before the separation of lobe‐finned fish and tetrapods; the name slc26a12 is appropriate because the gene duplication occurred in the distant past.",11145369
"Epidemiological data on rare diseases in China are currently limited. The objective of this study was to provide a comprehensive understanding of the prevalence and incidence of rare diseases by systematically analyzing the available epidemiological data. We conducted a comprehensive search of English and Chinese databases, the Incidence and Prevalence Database, the Chinese Rare Disease Guideline, and the Taiwan Health Promotion Administration from 2010 to 2023. We identified the top diseases and regions based on epidemiological data and present the maximum, minimum, and median prevalence and incidence values in tables and forest plots. 1,264 prevalence and incidence data were retrieved from 277 studies, guidelines and official websites, covering 110 rare diseases (53.1%) and 32 regions (94.1%). In terms of geographical regions, incidence or prevalence data were available for 32 regions (94.1%), excluding Tibet Hui Autonomous Region and Macao Special Administrative Region. In terms of rate, 60 and 77 out of 207 diseases (29.0% and 37.2%) had available incidence and prevalence data, respectively. Eight diseases had an incidence rate equal to or greater than that of 1,000 patients per million. The present study provides a comprehensive epidemiological analysis and valuable insights into the prevalence and incidence of rare diseases in China. Our findings underscore the pressing need for sustained drug research and medical support for individuals and families impacted by rare diseases.",11145401
"Rapid onset obesity with hypoventilation, hypothalamic, and autonomic dysregulation (ROHHAD) syndrome in childhood is characterized by abrupt onset weight gain and dysautonomia with variable neuroendocrine involvement. In the absence of definitive disease-modifying therapies, the primary management strategy remains symptom control. This case report describes the first successful correction of obesity, dysautonomia, and metabolic derangement in a patient with ROHHAD following Roux-en-Y gastric bypass. Anthropometrics, metabolic profiling, and stool microbiome composition were assessed in a longitudinal fashion. In the 48-month period following surgery, the patient body mass index (BMI) reduced by 9.5 kg/m2 and metabolic status improved, evidenced in weaning of insulin, and improved glycated hemoglobin, lipid profile, and hepatic enzymes. Chronic diarrhea resolved after surgery and prior to significant weight loss. Evaluation of stool bacterial composition and biomass demonstrated shifts in absolute abundance and taxonomic composition in longitudinal samples following surgery. This case demonstrates the potential efficacy of bariatric surgery in correcting the metabolic disruption of ROHHAD syndrome, producing long-term changes in gut microbiome composition and biomass.",11146140
"Methylation-mediated gene silencing is closely related to the occurrence and development of human tumors. The euchromatic histone lysine methyltransferase 2 (EHMT2, also known as G9a) is highly expressed in many tumors and is generally considered to be an oncogene, which is associated with the poor outcome of many tumors. Combined immunotherapy and immune checkpoint blockade therapy also have good efficacy and certain safety. However, there are still many difficulties in the drugs targeting G9a, and the combined effect and safety of G9a with many drugs is still under study. This article aims to summarize the role and mechanism of G9a and its inhibitors in tumors in the past two years, and to understand the application prospect of G9a from the perspective of diagnosis and treatment.",11146345
"The study aimed to systematically evaluate the relationship between CYP3A5*3 gene polymorphisms and the blood concentration and effectiveness of tacrolimus (TAC) in patients with membranous nephropathy (MN). PubMed, Cochrane Library, Embase, Web of Science, China Biomedical, China National Knowledge Infrastructure, Wanfang, Vipshop, ReadShow, Clinical Trials Registry, and other databases were searched. Studies on the relationship between CYP3A5*3 gene polymorphism and TAC blood concentration in MN patients were collected, and meta-analysis was performed using Stata 16 software.  A total of eight publications were included in the study, including 498 MN patients. CYP3A5*3 gene polymorphisms are associated with tacrolimus blood levels in patients with MN. The results of the relationship between CYP3A5*3 genotype polymorphisms and tacrolimus blood trough concentrations of the AA + AG genotype were lower than those of the GG genotype at ≤1 month [WMD = −2.08, 95% CI (−2.57, −1.59), p < 0.001] and 1–6 months [WMD = −0.63, 95% CI (−0.98, −0.27), p < 0.001]; however, they were not statistically significant at ≥6 months (p = 0.211). Furthermore, the subgroup analysis revealed that the dose-adjusted concentration of tacrolimus (C0/D) of the AA + AG genotype was lower than that of the GG genotype at ≤1 month [SMD = −1.93, 95% CI (−2.79, −1.08), p < 0.001], 1–6 months [SMD = −2.25, 95% CI (−2.71, −1.79), p < 0.001], and ≥6 months [SMD = −2.36, 95% CI (−2.86, −1.86), p < 0.001]. In addition, there was no statistically significant difference in effectiveness between the two groups at 3, 6, and 12 months of TAC administration (p > 0.05). Serum TAC concentrations in MN patients were correlated with CYP3A5*3 genotype polymorphisms. Detection of the CYP3A5*3 genotype before the administration of TAC may provide some clinical value for optimizing the treatment of MN patients. https://inplasy.com/, identifier [INPLASY202430083].",11148365
"This case report describes an exceptionally rare case in which a prior diagnosis of schizophrenia was later determined to be early-onset Fahr’s disease, linked to a genetic mutation in the SLC20A2 gene. Initially, the patient exhibited symptoms resembling schizophrenia, including aggression and hostility, and was highly susceptible to medication side effects such as restlessness and Parkinsonism. Despite maintaining independent activities of daily living, his neurological examinations revealed hidden weakness on the left side. Following adjustments to the medication regimen, stability was achieved with residual psychotic symptoms under treatment with Risperidone 1.5mg/day, Valproic acid 1500mg/day, and Quetiapine 37.5mg/day. This case underscores the importance of conducting comprehensive imaging studies at the time of initial psychiatric diagnosis, regardless of the apparent typicality of the presentation. Additionally, it emphasizes the need for patience and adherence to the “Start Low and Go Slow” approach in medication management to minimize the risk of exacerbating psychiatric symptoms and aggression.",11148442
"The efficacy of anthracycline-based chemotherapeutics, which include doxorubicin and its structural relatives daunorubicin and idarubicin, remains almost unmatched in oncology, despite a side effect profile including cumulative dose-dependent cardiotoxicity, therapy-related malignancies and infertility. Detoxifying anthracyclines while preserving their anti-neoplastic effects is arguably a major unmet need in modern oncology, as cardiovascular complications that limit anti-cancer treatment are a leading cause of morbidity and mortality among the 17 million cancer survivors in the U.S. In this study, we examined different clinically relevant anthracycline drugs for a series of features including mode of action (chromatin and DNA damage), bio-distribution, anti-tumor efficacy and cardiotoxicity in pre-clinical models and patients. The different anthracycline drugs have surprisingly individual efficacy and toxicity profiles. In particular, aclarubicin stands out in pre-clinical models and clinical studies, as it potently kills cancer cells, lacks cardiotoxicity, and can be safely administered even after the maximum cumulative dose of either doxorubicin or idarubicin has been reached. Retrospective analysis of aclarubicin used as second-line treatment for relapsed/refractory AML patients showed survival effects similar to its use in first line, leading to a notable 23% increase in 5-year overall survival compared to other intensive chemotherapies. Considering individual anthracyclines as distinct entities unveils new treatment options, such as the identification of aclarubicin, which significantly improves the survival outcomes of AML patients while mitigating the treatment-limiting side-effects. Building upon these findings, an international multicenter Phase III prospective study is prepared, to integrate aclarubicin into the treatment of relapsed/refractory AML patients. The online version contains supplementary material available at 10.1186/s12943-024-02034-7.",11149191
"The FGFR signaling pathway is integral to cellular activities, including proliferation, differentiation, and survival. Dysregulation of this pathway is implicated in numerous human cancers, positioning FGFR as a prominent therapeutic target. Here, we conduct a comprehensive review of the function, signaling pathways and abnormal alterations of FGFR, as well as its role in tumorigenesis and development. Additionally, we provide an in-depth analysis of pivotal phase 2 and 3 clinical trials evaluating the performance and safety of FGFR inhibitors in oncology, thereby shedding light on the current state of clinical research in this field. Then, we highlight four drugs that have been approved for marketing by the FDA, offering insights into their molecular mechanisms and clinical achievements. Our discussion encompasses the intricate landscape of FGFR-driven tumorigenesis, current techniques for pinpointing FGFR anomalies, and clinical experiences with FGFR inhibitor regimens. Furthermore, we discuss the inherent challenges of targeting the FGFR pathway, encompassing resistance mechanisms such as activation by gatekeeper mutations, alternative pathways, and potential adverse reactions. By synthesizing the current evidence, we underscore the potential of FGFR-centric therapies to enhance patient prognosis, while emphasizing the imperative need for continued research to surmount resistance and optimize treatment modalities.",11149307
"We employed single‐cell analysis techniques, specifically the inferCNV method, to dissect the complex progression of lung adenocarcinoma (LUAD) from adenocarcinoma in situ (AIS) through minimally invasive adenocarcinoma (MIA) to invasive adenocarcinoma (IAC). This approach enabled the identification of Cluster 6, which was significantly associated with LUAD progression. Our comprehensive analysis included intercellular interaction, transcription factor regulatory networks, trajectory analysis, and gene set variation analysis (GSVA), leading to the development of the lung progression associated signature (LPAS). Interestingly, we discovered that the LPAS not only accurately predicts the prognosis of LUAD patients but also forecasts genomic alterations, distinguishes between ‘cold’ and ‘hot’ tumours, and identifies potential candidates suitable for immunotherapy. PSMB1, identified within Cluster 6, was experimentally shown to significantly enhance cancer cell invasion and migration, highlighting the clinical relevance of LPAS in predicting LUAD progression and providing a potential target for therapeutic intervention. Our findings suggest that LPAS offers a novel biomarker for LUAD patient stratification, with significant implications for improving prognostic accuracy and guiding treatment decisions.",11149493
"Pancreatic adenocarcinoma (PAAD), a member of highly lethal malignant tumors, has a poor outcome and extremely poor prognosis. The transient receptor potential (TRP) superfamily, a group of nonselective cation channels, is capable of influencing cellular functions by regulating calcium homeostasis. In addition, it has been shown that TRP channels can also affect various cellular phenotypes by regulating gene transcription levels and are involved in the development of a variety of malignant tumors. In order to find new therapeutic targets and biomarkers to improve the clinical prognosis of pancreatic cancer, we performed genetic and immunological characterization of TRP channels in PAAD, as well as related functional and prognostic analyses. We investigated the expression, genetic alterations, methylation levels, and immune infiltration levels of TRP channels in PAAD, and further also analyzed the function of TRP channels in PAAD and their prognostic value for PAAD patients. Our results suggest that TRPM8 may contribute to tumor proliferation by controlling the PI3K‐AKT–mTOR signaling pathway in PAAD. After careful evaluation of the accumulated data, we concluded that TRPM8 has potential as a prognostic indicator and prospective therapeutic target in PAAD.",11150080
"Thyroid surgery in pediatric population is not as common as that in adults, although they share the same indications, techniques and complications. This review aims to evaluate the surgical management of thyroid disease in patients under 18 years old. We conducted a bibliographic search in the international literature. Data from the identified studies such as demographics, indication for surgery, type of procedure, complications and length of hospital stay were recorded. A retrospective review study of all patients under 18 years old who underwent thyroidectomy was performed. We included 37 retrospective studies and a total of 12,728 patients. Thyroidectomy was more common in female patients and the mean age was approximately 14 years old. The leading indication for surgery was benign thyroid pathology. Due to the surgical treatments’ safety and effectiveness in young patients, total and subtotal thyroidectomy, whether for malignancies or benign diseases, is becoming more popular today. The most often occurring complication of pediatric thyroid surgery is hypoparathyroidism. Despite the high likelihood of recurrence of pediatric malignancies, overall survival rates of pediatric thyroid cancer are excellent. Thyroidectomy performed by high-volume thyroid surgeons in children and adolescents is considered an efficient and safe method of treatment of thyroid disease.",11150202
"According to the PRISMA criteria, a systematic review has been conducted to investigate the clinical relevance between patients with severe congenital neutropenia (SCN) and cyclic congenital neutropenia (CyN) induced by ELANE mutations. We have searched PubMed, EMBASE, Web of Science, Scopus, Cochrane, CNKI, Wanfang Medicine, and VIP for ELANE mutation related literature published from 1997 to 2022. Using Microsoft Excel collect and organize data, SPSS 25, GraphPad Prism 8.0.1, and Omap analyze and plot statistical. Compare the gender, age, geography, mutation sites, infection characteristics, treatment, and other factors of SCN and CyN patients induced by ELANE mutations, with a focus on exploring the relationship between genotype and clinical characteristics, genotype and prognosis. This study has included a total of 467 patients with SCN and 90 patients with CyN. The onset age of SCN and CyN are both less than 1 year old, and the onset and diagnosis age of SCN are both younger than CyN. The mutation of ELANE gene is mainly missense mutation, and hot spot mutations include S126L, P139L, G214R, c.597+1G>A. The high-frequency mutations with severe outcomes are A57V, L121H, L121P, c.597+1G>A, c.597+1G>T, S126L, C151Y, C151S, G214R, C223X. Respiratory tract, skin and mucosa are the most common infection sites, Staphylococcus aureus, Pseudomonas aeruginosa and Escherichia coli are the most common. Patients with refractory G-CSF are more likely to develop severe outcomes. The commonly used pre-treatment schemes for transplantation are Bu-Cy-ATG and Flu-Bu-ATG. The prognosis of transplantation is mostly good, but the risk of GVHD is high. https://www.crd.york.ac.uk/PROSPERO/. PROSPERO, identifier CRD42023434656.",11150597
"Epilepsy is a common neurological disorder characterized by recurrent epilepsy episodes. As a non-pharmacological treatment, the ketogenic diet has been widely applied in treating epilepsy. However, the exact therapeutic mechanism of the ketogenic diet for epilepsy remains unclear. This study investigates the molecular mechanisms of the ketogenic diet in regulating fatty acid metabolism and activating the ADCY3-initiated cAMP signaling pathway to enhance neuronal inhibition and thereby treat epilepsy. Meta-analysis reveals that the ketogenic diet is superior to the conventional diet in treating epilepsy. Animal experiments demonstrate that the ketogenic diet is more effective than the conventional diet in treating epilepsy, with the best results achieved using the classic ketogenic diet. Transcriptome sequencing analysis identifies six essential genes, among which ADCY3 shows increased expression in the ketogenic diet. In vivo experiments confirm that the activation of the cAMP-PKA signaling pathway by ADCY3 enhances neuronal inhibition and improves epilepsy control. Clinical observations indicate that the ketogenic diet improves patient epilepsy episodes by regulating the ADCY3-initiated cAMP signaling pathway.",11150708
