Abstract,ID
"Leukemia is a heterogeneous group of life‐threatening malignant disorders of the hematopoietic system. Immunotherapy, radiotherapy, stem cell transplantation, targeted therapy, and chemotherapy are among the approved leukemia treatments. Unfortunately, therapeutic resistance, side effects, relapses, and long‐term sequelae occur in a significant proportion of patients and severely compromise the treatment efficacy. The development of novel approaches to improve outcomes is therefore an unmet need. Recently, novel leukemia drug discovery strategies, including targeted protein degradation, have shown potential to advance the field of personalized medicine for leukemia patients. Specifically, PROteolysis‐TArgeting Chimeras (PROTACs) are revolutionary compounds that allow the selective degradation of a protein by the ubiquitin–proteasome system. Developed against a wide range of cancer targets, they show promising potential in overcoming many of the drawbacks associated with conventional therapies. Following the exponential growth of antileukemic PROTACs, this article reviews PROTAC‐mediated degradation of leukemia‐associated targets. Chemical structures, in vitro and in vivo activities, pharmacokinetics, pharmacodynamics, and clinical trials of PROTACs are critically discussed. Furthermore, advantages, challenges, and future perspectives of PROTACs in leukemia are covered, in order to understand the potential that these novel compounds may have as future drugs for leukemia treatment.",11154823
"Dynactin subunit 2 (DCTN2) has been reported to play a role in progression of several tumours; however, the involvement of DCTN2 in potential mechanism or the tumour immune microenvironment among various cancers still remains largely unknown. Therefore, the objective of this study was to comprehensively investigate the expression status and potential function of DCTN2 in various malignancies through different database, such as The Cancer Genome Atlas, the Genotype‐Tissue Expression and Gene Expression Omnimus databases. We discovered that DCTN2 expression was high in many type of tumours tissues compared to adjacent non‐tumour ones. High DCTN2 signified poor prognosis for patients with tumours. Additionally, Gene Set Enrichment Analysis (GSEA) analysis revealed that DCTN2 was positively correlated with oncogenic pathways, including cell cycle, tumour metastasis‐related pathway, while it was negatively with anti‐tumour immune signalling pathway, such as INF‐γ response. More importantly, we elucidated the functional impact of DCTN2 on hepatocellular carcinoma (HCC) progression and its underlying mechanisms. DCTN2 expression was much higher in HCC tissues than in adjacent non‐tumour tissues. Silencing DCTN2 dramatically suppressed the proliferative and metastasis capacities of tumour cell in vitro. Mechanistically, DCTN2 exerted tumour‐promoting effects by modulating the AKT signalling pathway. DCTN2 knockdown in HCC cells inhibited AKT phosphorylation and its downstream targets as well. Rescue experiments revealed that the anti‐tumour effects of DCTN2 knockdown were partially reversed upon AKT pathway activation. Overall, DCTN2 may be a potent biomarker signifying tumour prognosis and a promising therapeutic target for tumour treatment, particularly in HCC.",11154834
"Sex hormones and sex chromosomes play a vital role in cardiovascular disease. Testosterone plays a crucial role in men’s health. Lower testosterone level is associated with cardiovascular and cardiometabolic diseases, including inflammation, atherosclerosis, and type 2 diabetes. Testosterone replacement is beneficial or neutral to men’s cardiovascular health. Testosterone deficiency is associated with cardiovascular events. Testosterone supplementation to hypogonadal men improves libido, increases muscle strength, and enhances mood. We hypothesized that sex chromosomes (XX and XY) interaction with testosterone plays a role in arterial stiffening. We used four core genotype male mice to understand the inherent contribution of sex hormones and sex chromosome complement in arterial stiffening. Age-matched mice were either gonadal intact or castrated at eight weeks plus an additional eight weeks to clear endogenous sex hormones. This was followed by assessing blood pressure, pulse wave velocity, echocardiography, and ex vivo passive vascular mechanics. Arterial stiffening but not blood pressure was more significant in castrated than testes-intact mice independent of sex chromosome complement. Castrated mice showed a leftward shift in stress–strain curves and carotid wall thinning. Sex chromosome complement (XX) in the absence of testosterone increased collagen deposition in the aorta and Kdm6a gene expression. Testosterone deprivation increases arterial stiffening and vascular wall remodeling. Castration increases Col1α1 in male mice with XX sex chromosome complement. Our study shows decreased aortic contractile genes in castrated mice with XX than XY sex chromosomes. The online version contains supplementary material available at 10.1186/s13293-024-00624-0.",11155160
"Network pharmacology and molecular docking methods were used in the present study to clarify the molecular mechanism of two traditional Chinese medicine prescriptions of climacteric syndrome. Based on oral availability and drug similarity, the main active components of Erzhi Pill and Erxian Decoction were screened through the platform of traditional Chinese medicine system pharmacology. The target database of climacteric syndrome was established by using GENECARD, OMIM, PharmGKB, Targets and Drugbank. The “component – target” network diagram was constructed using Cytoscape software (version 3.8.2). Topology analysis, module analysis, and GO and KEGG enrichment analyses were used to explore the core target and action pathway of Erzhi Pill-Erxian Decoction for treating climacteric syndrome of same disease with different treatments. There were 16 active components and 103 corresponding targets found in Erzhi Pill; 69 active components and 121 corresponding targets were found in Erxian Decoction; and 100 potential targets were found in Erzhi Pill and Erxian Decoction. Through network analysis, topology and module analysis, TP53, AKT1, Jun, ESR1, IL1B, CASP3, MMP9, PTGS2, HIF1A, MYC and EGFR could be considered as potential targets of the 2 prescriptions for alleviating climacteric syndrome. The effects of Erzhi pill and Erxian Decoction on climacteric syndrome are mainly in the pathway of lipid and atherosclerosis, AGE-RAGE signaling pathway and PI3K-Akt signaling pathway in diabetic complications. The active components in Erzhi Pill - Erxian Decoction, such as quercetin, show considerable potential as a candidate drug for the treatment of climacteric syndrome.",11155544
"The obesity epidemic continues to increase, with half of US women predicted to be obese by 2030. Women with obesity are at increased risk for not only cardiovascular and liver disease, but also reproductive disorders. Although mouse models are useful in studying the effects of obesity, there is inconsistency in obesity-induction methods, diet composition, and mouse strains, and studies using female mice are limited. In this study, we sought to compare the effects of a 45% high-fat diet (HFD) versus a 60% HFD on the uterine estrous cycle of nulligravid C57BL/6J mice. For 22 weeks, we placed a total of 20 mice on either a 60% HFD, 45% HFD, or each HFD-matched control diet (CD). Both HFDs produced significant weight gain, with 60% HFD and 45% HFD gaining significant weight after 2 weeks and 15 weeks, respectively. Additionally, both HFDs led to glucose intolerance, fatty liver, and adipocyte hypertrophy. Mice fed 60% HFD displayed hyperphagia in the first 12 weeks of HFD treatment. Moreover, 60% HFD-treated mice had a longer estrous cycle length and an increased percentage of estrus stage samplings compared to CD-treated mice. Estrous cycle stage-controlled 60% HFD-treated mice displayed an increased estrogen-to-progesterone ratio and decreased ovarian corpora lutea compared to CD-treated mice, which may underlie the observed estrous cycle differences. There was no significant difference between diets regarding endometrial morphology or the percent of endometrial CD45+ immune cells. Our results indicate that consideration is needed when selecting a HFD-induced obesity mouse model for research involving female reproductive health.",11156617
"During the process of transition from paediatric to adult health care, counselling concerning fertility is an important issue and is based mainly on serum markers of gonadal function. Here, we analysed these markers in adolescents with various underlying endocrine diseases at the time of transition. After reaching near adult height and late puberty (girls: bone age [BA] ≥14 years, and boys: BA ≥16 years), we assessed stages of puberty according to Tanner and measured testes or ovarian volumes and serum markers of gonadal function (anti‐Mullerian hormone [AMH], inhibin B, 17β‐estradiol, testosterone). One hundred and ten patients (56 females and 54 males) were included from May 2010 to March 2016 with multiple pituitary hormone deficiency (MPHD; n = 17), growth hormone deficiency (GHD; n = 35), Turner syndrome (TS; n = 27), short stature after being born small for gestational age (SGA; n = 20) and Klinefelter syndrome (KS; n = 11). Female and male adolescents exhibited mature secondary sexual characteristics. The levels of serum inhibin B and AMH were lower in TS and female MPHD than in GHD and SGA, each independently (p < 0.05). The levels of serum AMH were higher whereas serum inhibin B were lower in male MPHD and KS (p < 0.05). Ovary volumes were significantly smaller in patients with TS, and testicular volumes were smaller in patients with KS. After current established treatments with sex steroids, the development of secondary sexual characteristics was mature. However, impaired markers of fertility have been identified in patients with TS, KS and MPHD, reflecting gonadal dysgenesis in TS and KS, but gonadal immaturity in MPHD as gonadal gonadotropin stimulation is lacking throughout development. Consequently, in patients with MPHD, these markers cannot reliably predict individual fertility, which warrants consideration and incorporation in future treatment concepts.",11157144
"Endometriosis is a common gynecological disease affecting women of reproductive age. Patients with endometriosis frequently experience severe chronic pain and have higher chances to experience infertility. Progesterone resistance is a major problem that develops during the medical treatment of endometriosis, which often leads to treatment failure of hormonal therapies. Previous studies indicated that the dysregulation of progesterone receptors (PR) is the primary factor leading to progesterone resistance in endometriosis. This review article systematically reviewed and summarized findings extracted from previously published papers available on PubMed, encompassing both experimental studies and clinical trials. Various determinants influencing PR expression in endometriosis have been identified, including the environmental toxins, microRNAs, cell signaling pathways, genetic mutations, and the pro‐inflammatory cytokines. The selective estrogen/progesterone receptor modulators have emerged as novel therapeutic approaches for treating endometriosis, offering potential improvements in overcoming progesterone resistance. Concerns and limitations persist despite the newly developed drugs. Therefore, studies on unraveling new therapeutic targets based on the molecular mechanisms of progesterone resistance is warranted for the development potential alternatives to overcome hormonal treatment failure in endometriosis.",11157498
"Studies evaluating genetic sensorineural hearing loss (SNHL) in Hispanic and Latino populations using genomic technologies are lacking. Recent data has shown that Hispanic and Latino children display lower genetic diagnostic rates despite similar prevalence rates of SNHL to their Asian and White counterparts, thus negatively affecting their clinical care. Our objective was to determine the genetic contribution to SNHL in a population of Mexican children undergoing evaluation for cochlear implantation. Pediatric patients from Mexico with severe to profound SNHL undergoing evaluation for cochlear implantation were recruited. Exome sequencing (ES) or hearing loss gene panel testing was performed. Variant pathogenicity was established in accordance to criteria established by the American College of Medical Genetics, and variants of interest were clinically confirmed via CLIA certified laboratory. Genetic evaluation was completed for 30 Mexican children with severe to profound SNHL. A genetic cause was identified for 47% (14) of probands, and 7% (2) probands had an inconclusive result. Of the diagnoses, 10 (71%) were syndromic or likely syndromic, and 4 (29%) were nonsyndromic. Eight probands (80% of all syndromic diagnoses) were diagnosed with a syndromic form of hearing loss that mimics a nonsyndromic clinical presentation at a young age and so could not be suspected based on clinical evaluation alone without genetic testing. This is the largest study to date to use comprehensive genomic testing for the evaluation of Mexican children with severe to profound SNHL. A significant proportion of children in this cohort were diagnosed with syndromic hearing loss. Future study in a larger cohort of Mexican children with varying degrees of hearing loss is required to improve the efficacy of genetic testing and timely medical intervention within these ethnically diverse populations. Level 4 (cohort study).",11160157
"Poly (ADP- ribose) polymerase inhibitors (PARPi) has been increasingly adopted for metastatic castration-resistance prostate cancer (mCRPC) patients with homologous recombination repair deficiency (HRD). However, it is unclear which PARPi is optimal in mCRPC patients with HRD in 2nd -line setting. We conducted a systematic review of trials regarding PARPi- based therapies on mCRPC in 2nd -line setting and performed a Bayesian network meta-analysis (NMA). Radiographic progression-free survival (rPFS) was assessed as primary outcome. PSA response and adverse events (AEs) were evaluated as secondary outcomes. Subgroup analyses were performed according to specific genetic mutation. Four RCTs comprised of 1024 patients (763 harbored homologous recombination repair (HRR) mutations) were identified for quantitative analysis. Regarding rPFS, olaparib monotherapy, rucaparib and cediranib plus olaparib showed significant improvement compared with ARAT. Olaparib plus cediranib had the highest surface under cumulative ranking curve (SUCRA) scores (87.5%) for rPFS, followed by rucaparib, olaparib and olaparib plus abiraterone acetate prednisone. For patients with BRCA 1/2 mutations, olaparib associated with the highest probability (98.1%) of improved rPFS. For patients with BRCA-2 mutations, olaparib and olaparib plus cediranib had similar efficacy. However, neither olaparib nor rucaparib showed significant superior effectiveness to androgen receptor-axis-targeted therapy (ARAT) in patients with ATM mutations. For safety, olaparib showed significantly lower ≥ 3 AE rate compared with cediranib plus olaparib (RR: 0.72, 95% CI: 0.51, 0.97), while olaparib plus cediranib was associated with the highest risk of all-grade AE. PARPi-based therapy showed considerable efficacy for mCRPC patients with HRD in 2nd -line setting. However, patients should be treated accordingly based on their genetic background as well as the efficacy and safety of the selected regimen. : CRD42023454079. The online version contains supplementary material available at 10.1186/s12885-024-12388-2.",11162002
"The potential anti-cancer effect of traditional Chinese medicine (TCM) monomers has been widely studied due to their advantages of well-defined structure, clear therapeutic effects, and easy quality control during the manufacturing process. However, clinical trial information on these monomers is scarce, resulting in a lack of knowledge regarding the research progress, efficacy, and adverse reactions at the clinical stage. Therefore, this study systematically reviewed the clinical trials on the anti-cancer effect of TCM monomers registered in the Clinicaltrials.gov website before 2023.4.30, paying special attention to the trials on tumors, aiming to explore the research results and development prospects in this field. A total of 1982 trials were started using 69 of the 131 TCM monomers. The number of clinical trials performed each year showed an overall upward trend. However, only 26 monomers entered into 519 interventional anti-tumor trials, with vinblastine (194, 37.38%) and camptothecin (146, 28.13%) being the most used. A total of 45 tumors were studied in these 519 trials, with lymphoma (112, 21.58%) being the most frequently studied. Clinical trials are also unevenly distributed across locations and sponsors/collaborators. The location and the sponsor/collaborator with the highest number of performed trials were the United States (651,32.85%) and NIH (77). Therefore, China and its institutions still have large room for progress in promoting TCM monomers in anti-tumor clinical trials. In the next step, priority should be given to the improvement of the research and development ability of domestic enterprises, universities and other institutions, using modern scientific and technological means to solve the problems of poor water solubility and strong toxic and side effects of monomers, so as to promote the clinical research of TCM monomers.",11162644
"Kabuki syndrome (KS) is associated with congenital hyperinsulinism (HI). To characterize the clinical and molecular features of HI in children with KS. Retrospective cohort study of children with KS and HI evaluated between 1998 and 2023. The Congenital Hyperinsulinism Center of the Children's Hospital of Philadelphia. Thirty-three children with KS and HI. HI presentation, treatment, course, and genotype. Hypoglycemia was recognized on the first day of life in 25 children (76%). Median age at HI diagnosis was 1.8 months (interquartile range [IQR], 0.6-6.1 months). Median age at KS diagnosis was 5 months (IQR, 2-14 months). Diagnosis of HI preceded KS diagnosis in 20 children (61%). Twenty-four children (73%) had a pathogenic variant in KMT2D, 5 children (15%) had a pathogenic variant in KDM6A, and 4 children (12%) had a clinical diagnosis of KS. Diazoxide trial was conducted in 25 children, 92% of whom were responsive. HI treatment was discontinued in 46% of the cohort at median age 2.8 years (IQR, 1.3-5.7 years). Hypoglycemia was recognized at birth in most children with KS and HI, but HI diagnosis was often delayed. HI was effectively managed with diazoxide in most children. In contrast to prior reports, the frequency of variants in KMT2D and KDM6A were similar to their overall prevalence in individuals with KS. Children diagnosed with KS should undergo evaluation for HI, and, because KS features may not be recognized in infancy, KMT2D and KDM6A should be included in the genetic evaluation of HI.",11163021
"Borderline ovarian tumours (BOTs) show intriguing characteristics distinguishing them from other ovarian tumours. The aim of the systematic review was to analyse the spectrum of molecular changes found in BOTs and discuss their significance in the context of the overall therapeutic approach. The systematic review included articles published between 2000 and 2023 in the databases: PubMed, EMBASE, and Cochrane. After a detailed analysis of the available publications, we qualified for the systematic review: 28 publications on proto-oncogenes: BRAF, KRAS, NRAS, ERBB2, and PIK3CA, 20 publications on tumour suppressor genes: BRCA1/2, ARID1A, CHEK2, PTEN, 4 on adhesion molecules: CADM1, 8 on proteins: B-catenin, claudin-1, and 5 on glycoproteins: E-Cadherin. In addition, in the further part of the systematic review, we included eight publications on microsatellite instability and three describing loss of heterozygosity in BOT. Molecular changes found in BOTs can vary on a case-by-case basis, identifying carcinogenic mutations through molecular analysis and developing targeted therapies represent significant advancements in the diagnosis and treatment of ovarian malignancies. Molecular studies have contributed significantly to our understanding of BOT pathogenesis, but substantial research is still required to elucidate the relationship between ovarian neoplasms and extraneous disease, identify accurate prognostic indicators, and develop targeted therapeutic approaches.",11163159
